"trial","gen","n","gbar","zbar","wbar","pfem","p.fix.pos","p.fix.neg","v","n.pop0","alpha","low.var","ext.gen","extinct"
637,10,5,1.24,1.40863105188436,1.4400182367102,0.8,0.28,0.08,0.2688,20,0.0035,FALSE,16,FALSE
637,11,11,1.34545454545455,1.0451757349004,1.20382973317808,0.454545454545455,0.32,0.12,0.235206611570248,20,0.0035,FALSE,16,FALSE
637,12,12,1.25,1.12896866948584,1.29234968913267,0.416666666666667,0.32,0.16,0.192361111111111,20,0.0035,FALSE,16,FALSE
637,13,3,1.13333333333333,0.922279052445139,1.19389652288991,0.666666666666667,0.36,0.16,0.191111111111111,20,0.0035,FALSE,16,FALSE
637,14,10,1.16,0.96747068048912,1.22460098503165,0.7,0.36,0.16,0.1864,20,0.0035,FALSE,16,FALSE
637,15,15,1.17333333333333,1.516727376175,1.53908115552883,0.466666666666667,0.4,0.16,0.172355555555556,20,0.0035,FALSE,16,FALSE
637,16,22,1,0.80543847621243,1.13580220657337,0.363636363636364,0.4,0.16,0.136528925619835,20,0.0035,FALSE,16,FALSE
638,1,20,0.12,0.110711277261,0.826367597961928,0.45,0,0,0.4938,20,0.0035,FALSE,10,TRUE
638,2,24,0.158333333333333,-0.00102990444960119,0.724868239921211,0.458333333333333,0,0,0.479270833333333,20,0.0035,FALSE,10,TRUE
638,3,25,0.336,0.296328535263491,0.863496134080877,0.32,0,0,0.466848,20,0.0035,FALSE,10,TRUE
638,4,11,0.381818181818182,0.558568966739761,0.983214470364795,0.363636363636364,0,0,0.385123966942149,20,0.0035,FALSE,10,TRUE
638,5,11,0.781818181818182,0.827012086144049,1.1220011016537,0.454545454545455,0,0,0.341157024793388,20,0.0035,FALSE,10,TRUE
638,6,10,0.74,1.03646832659368,1.25953854282932,0.7,0.08,0,0.2966,20,0.0035,FALSE,10,TRUE
638,7,13,0.861538461538462,1.0521198238988,1.28355937941584,0.384615384615385,0.2,0,0.248639053254438,20,0.0035,FALSE,10,TRUE
638,8,7,0.571428571428571,0.754052192056835,1.14725610359279,0.571428571428571,0.28,0.04,0.21265306122449,20,0.0035,FALSE,10,TRUE
638,9,4,0.7,0.611597859555603,1.05581800663768,0.25,0.32,0.24,0.1625,20,0.0035,FALSE,10,TRUE
638,10,1,0.6,0.181728331626311,0.751121363362819,0,0.48,0.36,0.08,20,0.0035,FALSE,10,TRUE
639,1,20,-0.13,0.103635814416907,0.805112167457338,0.4,0,0,0.48595,20,0.0035,FALSE,5,TRUE
639,2,15,-0.04,0.199652155264795,0.805182816010152,0.2,0,0,0.459377777777778,20,0.0035,FALSE,5,TRUE
639,3,8,-0.4,-0.000331115306638707,0.696004756962519,0.5,0,0,0.3775,20,0.0035,FALSE,5,TRUE
639,4,6,-0.966666666666667,-0.610466496006305,0.586799669567337,0.666666666666667,0,0.04,0.380555555555556,20,0.0035,FALSE,5,TRUE
639,5,3,-1.26666666666667,-1.6415305094028,0.214002483420064,1,0,0.04,0.404444444444444,20,0.0035,FALSE,5,TRUE
640,1,20,-0.07,-0.0490292366159224,0.724032881904135,0.35,0,0,0.48815,20,0.0035,FALSE,2,TRUE
640,2,6,0.4,0.459325950396074,0.928517527265887,1,0,0,0.447777777777778,20,0.0035,FALSE,2,TRUE
641,1,20,0.05,0.129730060062858,0.804387575341443,0.3,0,0,0.48935,20,0.0035,FALSE,3,TRUE
641,2,6,0.2,-0.0196029312893991,0.765218046244365,0.166666666666667,0,0,0.437777777777778,20,0.0035,FALSE,3,TRUE
641,3,1,-0.6,-1.6950201210609,0.111546826956018,1,0.2,0.32,0.24,20,0.0035,FALSE,3,TRUE
642,1,20,0.09,0.114220655064626,0.794758486880351,0.55,0,0,0.49325,20,0.0035,FALSE,7,TRUE
642,2,18,0.266666666666667,0.204425107824586,0.807125672179447,0.333333333333333,0,0,0.477777777777778,20,0.0035,FALSE,7,TRUE
642,3,11,0.654545454545455,0.665222886014768,1.08246692283541,0.272727272727273,0,0,0.388595041322314,20,0.0035,FALSE,7,TRUE
642,4,3,0.333333333333333,0.434294392387929,0.911416410908863,0.333333333333333,0.08,0.08,0.315555555555556,20,0.0035,FALSE,7,TRUE
642,5,3,0.4,0.0749570339843464,0.692781190975969,0.666666666666667,0.2,0.2,0.246666666666667,20,0.0035,FALSE,7,TRUE
642,6,4,0.35,0.476702251779519,0.97245884380033,0.25,0.24,0.2,0.22125,20,0.0035,FALSE,7,TRUE
